クッキー,ピンキリ,トンカラ,バンプス,ツンデレ,コンクリ,エンジン,メリカン,ポーツカ,ポンジュー,バチカン,ボーリン,カタコン,スイオン,タックル,アーブラ,メキシコ,コンテク,ベラドン,ブルボン,ブラウン,スーパー,バンジー
1,1,1,1,1,6,1,2,1,1,2,1,1,1,1,6,1,1,1,1,1,3,1
