クッキー,カラクリ,ポージン,カップル,ブルコン,ポリシー,チンピラ,ムズアップ,ピリビリ,ツンデレ,コンクリ,クッキン,デコピン,ドキワク,カツパー,ブルパン,シックス,バチャバチ,ポンコツ,デカブツ,プスピー,パッピー,キングタ,ワンパタ,ボコスカ,ガサゴソ,スクワー,グーパン,ブラジャー,カーペッ,バカデカ,タックル,ガチャガチ,ドタバタ,ゴロスゴ,カチコチ,カッチカ,ハッキリ,シービー,プンスカ,カチャカチ,モジャモジ,ドンガラ,コントロ,トンカチ,バッタバタ,ズタボロ,スカウン,パックリ,スーパー,ピンポイ,ブーメラ,バタフラ,トンタッ
1,2,1,6,1,1,14,1,1,32,7,1,10,3,3,3,2,1,2,10,1,1,1,1,1,5,1,8,1,5,1,13,4,5,7,2,1,36,1,3,2,1,1,6,1,1,7,1,4,1,2,11,2,1
