ワードス,ブルコン,スカウト,ムズアップ,ビーカー,ポンコツ,カップラ,ゴチャゴチ,スクワー,パンドー,ドタバタ,カチコチ,ドンピシ,マルクス,ホログラ,ハッキリ,タラスク,コントロ,エンヒリ,スクリーン
4,1,1,3,1,1,4,1,1,2,1,1,1,2,1,3,67,4,1,1
