パッチン,ドカボー,クッハッ,テクノロ,ゴードン
['そうしてケビンが指パッチンすると警察ら全員なだれ込んだ！！！！！アッシュに！！！！！！！！！！！！！！\n'],['ドカボーーーーーーーーーーーーーーーーーーーン！！！！！！！！！！！！！！！！！！！！\n'],['「クッ……フ……ハクッハッハクッ！！！！！！」\n'],['「それに比べて今の食事はどうだ？バイオテクノロジーによって無理やり作られた肉だ」\n'],"['主人公のアッシュ・ゴードンでた！！\n', '「命令する！！！！！！！！アッシュ・ゴードンを建造物損壊の罪で逮捕せよ！！！！！！！！！！！！！！周りにいる奴らも同罪だ！！！！！！！！！！！！！！！！」\n']"
