バンザー,キューピッ,ブラザー,カーボー,カラカン,チッキシ,カラクリ,ポージン,ワンシー,スカウト,グースカ,アップチー,カンフー,ブーツー,チンピラ,ムズアップ,ザーガン,コンクリ,エンジン,コテンパン,ザーポイ,ピードス,ピーカー,マジボコ,ゴーグル,プストロ,ブルパン,ポンコツ,デカブツ,グサプラ,カラコロ,カッハッ,クリスタ,ハッピー,ボコスカ,タッチャブ,キーパー,ピードロ,パーリン,ツカシー,ボンクラ,ピンポン,ポテサラ,マルゴー,ワーアップ,タックル,ドタバタ,チンワー,ウロボロ,ドンピシ,キーワー,ブービー,コンパチ,ハッキリ,シーズン,オンボロ,オンスー,パッチリ,プルコン,キーパン,ハッキン,シュードカ,キンシッ,ワイドシ,ズタボロ,クダウン,ワイトボ,シクヨロ,コンピュー,スーパー,カッチリ,ブーメラ,ビークー,ヨロシク,スクリーン,パーカッ
1,1,1,1,1,1,1,2,2,2,1,3,1,1,5,3,2,5,4,2,1,1,7,1,1,1,1,2,2,1,1,1,2,1,1,4,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,2,1,3,3,1
