プンクラ,ワンピー,チッバチ,キーボー,フラワー,コンパク,ワクチン,プリクラ,コンクリ,ジーパン,エンジン,ピーカー,ゴーグル,ジューシー,シャリピン,コンクー,ザーカッ,カードキ,ピンポー,コンプリ,ドーピン,ブリザー,ギーベリ,プラカー,ドタバタ,プリンクラ,ジャンピン,クリアー,キンコン,パラシュー,キーワー,ハッキリ,カチャカチ,パラグラ,コントロ,シャンプー,トンカチ,ペットボ,スーパー,ガクブル,プルジュー,スクリーン
1,4,1,2,2,2,3,3,2,2,1,4,6,1,4,1,1,2,3,1,8,1,4,4,1,2,1,1,1,8,1,11,1,3,2,1,1,3,1,1,3,6
