クッキー,パーカス,ワンピー,ガタゴト,カップル,スカウト,チンピラ,ブラボー,ピングビ,コンクリ,エンジン,ピーカー,ハッピー,バシャバシ,カーペッ,シーカー,グラウン,デンジャー,パラシュー,ブービー,ブラコン,コントロ,ヒーカッ,チームラ,スパイラ,クラスタ,ガリオン,パーカッ
1,2,4,1,4,2,2,5,1,10,1,2,6,1,2,2,5,1,5,11,3,9,7,1,1,1,31,1
