ぽろぽろ,がばがば,けたけた,いちゃいちゃ,がたがた,ぴくぴく,いらいら,ぼろぼろ,どきどき,きょろきょろ,どんどん
['彼女はぽろぽろの泣き始めた。\n'],"['「がばがばだったら萎えるよね」\n', 'そんな話をしていた。即試験管でがばがばにしてやった。\n']",['神谷さんはけたけた笑いながら「あんたが顔を出すだけで話は終わるわよ」そういった。\n'],['一応、知り合いに笹川や神谷がいるけど、こいつ等は暇さえあればいちゃいちゃしている。\n'],['怖くて、体ががたがた震えた。そして尿も垂れ流した。\n'],['気持ち悪い。手の中で潰れているのにぴくぴくと動いている。\n'],['なかなか要件を言わないせれすに俺はいらいらを募らせる。\n'],"['おかしな事にせれすは凄くぼろぼろだった。\n', 'おかしな事にせれすは凄くぼろぼろだった。\n']",['えっせれすくんなの私の鼓動はどきどきして止まらない。\n'],['公園の中をきょろきょろしながら歩いていた。\n'],['沢山の応援有難うございました。おかげさまで最終話まで無事終わりました。最初は10話で終わる話しが此処まで長くなったのは応援されているうちにどんどん加筆していったからです。本当にありがとうございました。\n']
