メラワー,トンクン,ワンピー,メラスタ,リンピッ,コンクリ,ジーパン,エンジン,ゴーグル,カーキー,コンクー,クラシッ,ドーピン,カッチカ,ドンパチ,チンパン,ポツリポツ,バングル,コントロ,ズタボロ,ワイトボ,スカジャン,ピンポイ,ブラスタ,スクリーン
1,1,1,1,8,2,2,1,1,1,1,1,2,1,1,2,1,9,4,1,2,1,1,54,5
