ザーアー,ブリガン,ウンドシ
"['現象量子武装のブラックレザーアーマーと太刀を選択すると、俺も周囲が淡く光り、装備が現界する。つまり、こんな感じで【異界】の化け物がこの街に出てくるのだろうか？', 'レザーアーマー\u3000400Gem', 'ブラックレザーアーマー\u3000600Gem', '俺は悩んだ末に、ブラックレザーアーマーと太刀を購入したのだった。', '目の前で中学生の少年がスマホを操作すると、彼に青い光の粒子が集まり、長槍とブラックレザーアーマーが装着される。', 'それを見た俺も購入した太刀と彼と同じブラックレザーアーマーを身に纏う。落ち着いた女子高生はロングボウと弓兵の胸当て、腕固定の小楯を装着しており、30代後半の男性は大剣とレザーアーマーを装備している。', 'それを見た俺も購入した太刀と彼と同じブラックレザーアーマーを身に纏う。落ち着いた女子高生はロングボウと弓兵の胸当て、腕固定の小楯を装着しており、30代後半の男性は大剣とレザーアーマーを装備している。', '脇腹が少し抉れているも、ブラックレザーアーマーのおかげか致命傷ではない。']",['ブリガンダイン\u3000700Gem'],['ラウンドシールド\u3000600Gem']
