カーボー,ワンピー,バンパー,コンパク,スカウト,ムズアップ,キードー,コンクリ,エンジン,イジドー,ピーカー,アースタ,アームズ,バリゲー,ポンコツ,デカブツ,ハッカー,ワーバラ,ベンチビ,キューコン,コンシュー,ガンスタ,ブルドー,バリアー,タックル,スタブス,チンワー,グラウン,キーワー,カーグル,キーカー,キーパン,コントロ,ハッキン,シャンプー,キンシッ,ペットボ,スカウン,マジキチ,コンピュー,ブラウン,スーパー,ブーメラ
1,1,1,1,6,1,1,30,4,14,1,1,1,2,1,1,1,1,1,1,1,47,1,3,1,2,3,5,4,1,2,1,9,6,4,4,11,3,1,5,3,15,2
