コンパク,スカウト,コッキン,ウンカン,スタカッ,コンクリ,エンジン,ピーカー,マルチカ,マルチロ,シースレ,メリカン,ビークド,ワンタッ,コンプリ,バラキュー,クリアー,ブルタッ,カービン,ポリカー,バンカー,ビーコン,ザーオン,コントロ,ドカウン,コンピュー,スーパー,ピンポイ,バラクラ,スクリーン
2,22,1,1,1,2,18,4,3,3,1,1,2,2,4,1,2,3,4,1,1,3,3,4,1,1,1,1,2,5
