カラクリ,カップル,カンテラ,ブラボー,ビンボー,ポンコツ,チップス,トコトン,ノタウロ,ゴチャゴチ,タッカー,ガサゴソ,ワーシー,リンクラ,コリゴリ,バッサバサ,カーペッ,ワーアップ,ドーザー,カラカラン,ハッキリ,オンボロ,ザーアー,コントロ,メチャクチャ,トンズラ,ピンポイ,トンカン,ヨロシク
2,3,42,1,2,2,3,1,2,1,2,1,8,1,2,1,3,1,33,1,7,1,1,7,3,1,1,1,2
