ワンピー,スタビラ,キーボー,フラワー,アップカー,スカウト,モリカー,コンクリ,ジーパン,ゴーグル,ポンコツ,サバゲー,クリスタ,ハッピー,カードキ,ブースタ,ハードス,カッワイ,スクワー,プラシー,ワーアップ,カンキン,タックル,ガンシー,シーグリ,ジャングル,ハッキン,ポーカー,ペットボ,パーカー,コンピュー,スーパー,ピンポイ,ブーメラ,バタフラ,トンタッ,ヨロシク,スクリーン
9,2,1,9,1,20,1,21,1,4,1,1,936,4,3,3,1,1,1,1,9,1,1,1,1,1,8,4,4,2,2,11,2,1,72,2,3,2
