ハッスル,ワンピー,ポージン,カップル,シャーペン,スカウト,チンピラ,ムズアップ,ジャンキー,ツンデレ,キンキラ,コンクリ,ジーゲー,アームズ,ヨロシコ,ポンコツ,リンガー,ハッカー,ワーバラ,ジンガー,プルギス,タッチャブ,カードキ,ガラクタ,グルマザ,カランカラ,ブリザー,パーワン,ワーアップ,ガーデン,タックル,キーワー,ハッキリ,クリプス,オンスー,ギーシー,コントロ,ハッキン,バンクラ,ヒーカッ,キンシッ,ペットボ,ビーアー,ザラワー,コンピュー,スパイラ,スーパー,ピンポイ,クラスタ,コンプラ,バタフラ,マジパン,メソポタ
1,1,1,2,2,6,2,3,1,2,1,1,2,12,1,2,3,2,5,1,39,1,1,1,1,1,1,1,1,4,1,2,1,18,1,5,4,3,1,1,1,1,100,12,4,2,9,1,2,1,3,1,1
