ことから,すれちっ,わなかっ,ころかす,わんしー,ちらこそ,するから,がんどー,ことすら,もそもお,からぷつ,にやつら,するとこ,うようだ,しなかっ,ぶつけた,ぼやくよ,うとする,げたこと,かすこと,かってく,てくくっ,ふらする,こともく,げたくら,つらばか,ひたすら,がらせか,おんへと,からこそ,こちょこと,ずたぼろ,するくら,ことかさ,からする,するはー,ふらりとこ,うところ,めたとこ,きこもり,よろしく,ぶつけら,なようだ,するなよ,しながら,すること,からすれ,へとずぶ,でこぼこ,けたから,たらしく,たらこん,ちらへと,ふらぺた,ことばか,がんばり,のおさら,げたとこ,けたこと,もそうか,どかしく,ふらしな,しっかり
1,1,2,1,1,1,1,4,2,1,1,1,1,1,4,1,1,2,1,1,2,1,1,1,1,1,1,1,1,4,2,1,1,1,4,1,1,2,1,1,3,1,1,1,10,8,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2
