カーボー,クッキー,カラカン,ワンピー,キーボー,カップル,コンパク,スカウト,カンフー,チンピラ,ムズアップ,コンクリ,エンジン,ピーカー,ジンボー,ジューシー,ワンパン,ボトムズ,ポーツカ,ゴチャゴチ,ワンパタ,ジャンパー,ワンツー,ペチャクチャ,ポースタ,スポワー,ボードロ,フンフー,クスクリ,パラシュー,キーワー,パッツン,ハッキリ,ザースー,オンボロ,チンタラ,タップリ,ワイドシ,ズタボロ,ジャーキー,ペットボ,パーキン,パーカー,ブラウン,スーパー,グスカー,ワイパー,ブラジリ,パーカッ
3,5,1,3,1,1,1,1,1,6,2,13,9,3,1,1,1,1,18,1,1,1,8,1,1,2,1,1,5,1,2,1,10,4,1,1,1,3,1,2,6,2,3,3,5,1,1,3,1
