ゴロゴロ,バチバチ,ドロドロ,キラキラ,イライラ
['\u3000だが、いきなり接近されたフェリカは思わずルクスを蹴飛ばし、馬車から転がり落ちる羽目になる。ゴロゴロと転がり、鈍い声が衝撃で漏れ出た。\n'],['\u3000その後ろでは、ほぼ一瞬で詠唱を終えた奇術師が、数十個の雷の玉を悪魔に向けて放った。一瞬で作り上げたというには現実離れした光景に、悪魔はわずかに目を見開いた。その玉は、バチバチとはじけるような音を出しながら悪魔を包囲する。一瞬、止まったかと思うと、一斉に悪魔に襲い掛かった。\n'],['\u3000ここ三週間ほどで随分見慣れてしまったその天井は白く輝いていた。その綺麗さとは裏腹に、アルミンの心は汚泥のようにドロドロのしていたが、それを表に出すような真似はしない。\n'],"['\u3000唖然とするアルミンと、目をキラキラとさせているカレラは、ぼんやりとその光景を見つめていた。\n', '\u3000視界にはその少女しか映らずに、全体がキラキラと輝いていた。\n']",['「なんだい、この子は、ほんとにイライラするね。さっさと謝れば許してやるって言ってんだ。ほら、なんとかいったらどうなんだい」\n']
