クッキー,チップチ,キーボー,コンクリ,エンジン,ピーカー,カンパー,ガラクタ,アーリン,タックル,ガチャガチ,アーリーン,グラウン,バンカー,ビーコン,カチャカチ,コントロ,ワイトボ,パンジン,パーカッ
2,8,5,9,6,14,1,5,2,2,4,27,15,2,12,1,1,2,1,1
