ワンピー,コンパク,グータラ,コテンパン,デカブツ,メタビー,ノタウロ,ワーバラ,シードロ,ワーアップ,タックル,ドタバタ,キーワー,メチャクチャ,クスアー
1,1,16,1,1,14,56,1,2,10,1,1,4,1,1
