わなかっ,しとする,くるから,からこち,すくめた,するばか,くること,ちらもそ,まるきり,つけてく,こそすれ,するから,くさむら,からもた,ことすら,おいてく,しくする,つんざく,おどけた,ぶようだ,よろめき,うかよろ,すたから,すいこと,からぶら,ぶりがぶ,ちかけた,するとこ,しくぶつ,ごとくさ,にたくね,もそこそ,くつもり,しなかっ,にこびり,ひくつか,がたかっ,めたから,いじけた,くるばか,うとする,かってく,ちらでこ,こそうと,しっちゃか,ころころり,ひたすら,かりごと,からこそ,わいつけ,すたがつ,だらしな,いそうだ,ぺたぱん,まること,かったら,からする,そろりそろ,びりつけ,とくにょき,うところ,めたとこ,ころうと,するなよ,しながら,ちまうよ,すること,がちゃぷり,うはくり,ぶること,かたびら,からすれ,めたこと,もじかっ,ことごと,びたかっ,てくれろ,けたから,がりする,がぶつか,ぶつかっ,がつけら,からちら,ちらへと,おちがつ,かすめた,にやすい,ぶつかり,まるとこ,ざわめき,うとぱら,すたへと,こんとこ,けたかっ,けたこと,わんばか,ぶつから,がつかつ,うとすれ
5,1,3,1,2,3,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,7,2,1,2,2,1,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,1,1,5,1,1,1,6,1,13,1,1,1,1,4,1,1,1,1,1,3,1,6,3,1,1,2,1,2,1,4,8,2,1,2,1,1,1,2,2,1,1
