キーボー,カップル,コンパク,コンクリ,エンジン,ピーカー,ガサゴソ,チンカー,カードキ,クラシッ,ピードロ,フードス,ピッキン,コンスイ,コンシー,タックル,プリンクラ,オロギー,ガースタ,キーピッ,ヒーカッ,ペットボ,パーキン,スーパー,コトスパ,ビーフカ
1,2,1,1,2,2,1,1,4,1,1,1,1,1,2,2,1,3,1,1,1,2,2,4,1,1
