コンクリ,ビーカー,パーリン,ピンポン,ビシバシ,グラウン,カチャカチ,コントロ,ポーカー,ズタボロ,ペットボ,パーカー,ツカマチ
9,1,2,2,3,2,1,1,3,1,2,2,2
