わなかっ,するとく,くるから,がらどた,くること,じゃんかー,うまかっ,するから,ばかのお,とんちん,べたこと,かりのお,がんばった,ごしくだ,しゅったら,もりとこ,きこびり,しなかっ,うとする,うとくり,かってく,ごーどん,めちゃくちゃ,ぱっちん,がらびん,よろしく,くっはっ,しながら,すること,すやつら,するとぼ,けたから,てくのろ,ころでこ,すごくっ,すごかっ,ぶつかっ,ぴんぐす,どかぼー,しっかり,ごちゃごち
2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,1,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1
