ギャーギャー,マジマジ,パラパラ,ギリギリ,デカデカ
['\u3000とたんに取り巻きがギャーギャーと喚きだした。\n'],['\u3000雄一はマジマジと玲子を見つめた。\n'],['\u3000雑誌をパラパラとめくりながら、雄一がおざなりに言う。\n'],['\u3000千春は弓を横に倒し水平に構えた。階段の幅ギリギリだ。\n'],['\u3000そこには、「姉キャラの立ち位置について」とデカデカと書いてあった。\n']
