コンコン,カンカン,ピカピカ,ニコニコ,ニタニタ,ボコボコ,ドクドク,マルマル
['\u3000コンコン！\n'],['\u3000カンカン、という乾いた音が聞こえる。\n'],"['\u3000いつもピカピカにしておくのは、クライフォード家のためだったが、自分のためでもある。\n', '\u3000ピカピカの車は男の子の心をくすぐるのだ。\n']",['リディアお嬢様は終始ニコニコとしていたが、その絵のできは酷いものであった。\n'],['\u3000店主は最初からニタニタしている。\n'],['\u3000ボコボコのバンパーを見て、俺は天を仰いだ。\n'],['\u3000血がドクドクと流れ出す。\n'],"['［＃中見出し］イチサンマルマル時、戦闘開始［＃中見出し終わり］\n', '\u3000イチサンマルマル時、丁度、１３：００時に戦闘は始まった。\n']"
