ポリシー,チンピラ,エンジン,ワーバラ,ゴチャゴチ,テクノロ,ウロチョロ,クッキリ,マルチー,ハッキリ,ザーアー,ジャングル,コントロ,ジャーキー,コンピュー,ズシンズシ,スクリーン
1,10,1,1,1,1,1,3,1,1,1,2,3,1,1,1,3
