ワンピー,ベリオン,ムズアップ,ビークル,ウネベン,エンジン,ベンチン,ワンパン,ザラウト,ベラウダ,コソドロ,ハッピー,ペラウト,ブースタ,ボーリン,ピッチリ,グーパン,ピンポン,ワーアップ,グラウン,クスクリ,ポンホイ,カンパン,ダラウダ,カタコト,コントロ,パーカー,バンジー
1,4,3,1,1,5,3,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1
