ブラウン,カチャカチ,ガチャガチ,バラドス,ボッサボサ,スカウト
['\u3000その中の一人、マーニィは、艶やかなブラウンの癖っ毛を指でクルクル回しながら、壁にもたれてシンの話を聞いていた。\n'],['\u3000始めこそ、カチャカチャと音を鳴らしながら剣士の剣を弄んでいた。\n'],['\u3000ガチャガチャと音が聞こえてくる。\n'],['\u3000勇者として魔王バラドスを倒すため、戦士マーニィ、魔道士レイア、狩人シンと共に幾多の激闘を潜り抜け、遂に魔王と対峙した。\n'],['\u3000目の前には、相変わらずボッサボサの髪の毛があり、伸びた前髪の隙間から覗く彼の目と私の目が重なった。\n'],['「さあ、あの方を何としてもスカウトしましょう！」\n']
