エンペラ,ピンキリ,プリクラ,ツンデレ,コンクリ,エンジン,ピンポー,ボーリン,グラウン,ハッキリ,プンスカ,キンシッ,コッピリ
1,1,8,2,3,1,10,1,1,2,2,2,1
