クッキー,ワンピー,ブルカー,フラワー,クスピン,ブルボタ,エンジン,ピーカー,クスドブ,ゴチャゴチ,ガラクタ,プリンガン,チームク,ハーパー,コンパー,タックル,プリンクラ,プルトン,パンチカ,ジャーキー,チームラ,ブラウン,パンプス,グスカー,ピンポイ
5,2,1,1,1,2,1,7,4,1,1,2,3,6,1,2,1,9,13,3,2,4,2,2,1
