カーボー,クッキー,キーボー,カップル,ワンシー,ジューワー,コンクリ,エンジン,チョコチッ,ピーカー,ピンポー,ムズキャッ,クラシッ,クーリン,ピッチリ,ピッキン,コンカー,バンカー,ブスピー,ポツリポツ,デコボコ,ウマシー,コントロ,ハッキン,シャンプー,ヒーカッ,ドロスー,ズタボロ,ペットボ,パーキン,ワイトボ,スカスラ,ブラウン,スーパー,カッキー,ワンプリ
2,2,1,1,2,1,5,2,2,2,5,1,1,1,1,3,1,7,1,1,1,1,5,6,1,1,1,1,3,1,2,2,4,6,1,1
