ワンピー,スカウト,ゴーグル,ジューシー,テクノロ,ツンカツ,ガチャガチ,ハッキリ,オンボロ,コントロ,シャンプー,パンプス,ブーメラ,ズシンズシ
19,1,5,1,1,2,1,4,2,4,1,2,1,2
