ことから,わなかっ,きょろする,ずしてか,くるから,かりがつ,かっぷる,うまかっ,てらこん,ことはた,つらはた,つけてく,するから,からちょく,からんから,くらいそ,ことすら,するくり,でこちら,へとじゃん,くっつけ,かんがー,とこうか,はたぎり,するとこ,しゅっぱー,もそうだ,うとしな,たらぱっ,しなかっ,まるばか,くすぴー,うとする,つらにや,かすこと,かってく,けろぐい,するげー,ぶらする,わーまじ,にこちら,からとん,からぶつ,くようだ,ころほか,わくしな,からこそ,くるしな,ぷるじゅー,はっきり,かったら,たらかっ,からする,がやばか,うところ,からこっ,からぼつ,いそうと,へとこっ,まじしゃん,よろしく,なようだ,げたかっ,しながら,すること,げーのお,もやする,くらこん,すくする,からすれ,すらしな,からすか,くさかっ,たらしく,ころそろ,がぶつか,うだから,すいから,ぴんぽい,はたくさ,かすめた,ぶるもそ,つけるん,ぶつかり,まるとこ,おいまじ,からくっ,ひそめた,いらする,ちらから,てくるん,わんばか,まじむん,ぶらじゃー,からすご,しっかり,ごちゃごち
1,2,1,1,3,3,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,4,1,2,7,1,1,1,1,3,1,8,1,1,1,1,1,1,5,1,4,4,2,1,1,1,3,1,1,1,1,1,9,3,1,4,13,2,1,1,1,1,1,2,1,3,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,4,1
