うはたた,けたぱー,なみにこ,ちょこぷり,てかとっ,とったか,らんから,ちらから,うしべり,ぴしゃだっ,ころぐさ,しながら,ことごと,がぶつか,うはこん,けちがつ,たらぶらん,するから,あっぷぷら,がつけら,ついにこ,ばっくに,にこちら,だったら,じめから,とってか,いがむし,もそもた,よろしお,つけばら,ほろうは,ばらくら,もそもり,だったか,すかこそ,すらする,きちぎり,おいてく,わーばら,するなよ,とったっ,がばかり,がっちり,もそもこ,しなかっ,べたかっ,もりだっ,なようだ,ひょろがく,せかけた,ちらつか,うはすー,しないが,さくこく,ざわざく,からこそ,わなかっ,さっぱり,かったか,のーたっ,いがこん,たらよろ,ばっちり,けたかっ,がらぷる,からそろ,わーすー,ぶつかり,うとたか
1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,3,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,12,5,2,2,1,1,1,1,1,1,1,1,1,1
