ペットボ,ハッキリ,ピチャピチ,コンピュー,スッキリ,フルスイ,トロゲー,ボクサー,トースタ,オーパー,サーパー,スゴブリ,コウモリ,バックス,グストー,クスキュー,カチャカチ,ブツクサ,サンキュー,トップス,コンプリ
1,4,1,5,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2
