ペットボ,スッポリ,タタタッ,ハッキリ,タップリ,ピチャピチ,ジタバタ,モジャモジ,ドーボク,ギャースカ,ランカラ,ウジャウジ,サングラ,モグゴクン,スッキリ,プルンプル,パカワイ,ウロボロ,シャッフル,バッチリ,ワーウル,ゴロンゴロ,ホッゴホ,ジーオタ,スーパー,ポッコリ,シャッキリ,ワイトク,サッバサ,ベロンベロ,ジリスク,チリワイ,スッカリ,コンダク,ブーメラ,ガッカリ,ブツクサ,ノタウロ,ガサゴソ,サッパリ,ゴクンゴク,ガチャガチ,グーパー,タッパー,ブルヒー,プルタブ,バッカス,サンキュー,トップス,コンプリ,ムシャムシ,ポッキリ,ガクブル,ポッカリ,ブルスー
1,1,1,3,4,3,6,1,1,1,1,1,1,1,12,2,1,1,1,4,1,2,1,1,22,1,2,1,1,4,2,1,1,1,1,2,2,11,1,4,1,2,1,10,1,22,2,4,1,1,1,1,1,1,1
