ペットボ,タタタッ,ハッキリ,コンピュー,スッキリ,フルスイ,ガッポガッ,バッチリ,キューコン,サンプル,スーパー,コンバッ,サンキュー,トップラ
1,1,1,3,1,2,3,1,2,1,7,13,1,4
