ペットボ,コントロ,ジャージー,ブルドー,ドーボク,ムシチュー,ランペッ,カップル,クッキー,サンダラ,フットボ,コウキチ,ブラジャー,サンキュー,ゴキブリ,サンドバ,ボーカリ,コンサー,ノコノー,ブリザー
3,1,2,1,1,1,3,3,1,1,4,2,2,1,1,1,1,4,3,1
