ケットコ,スライジ,ペットボ,ムカメラ,ザワメキ,ハッキリ,タップリ,ヒーメー,コンピュー,ヒラムラ,ズームラ,コントロ,トップク,ブツカリ,サングラ,スッキリ,フルスイ,スカウト,ハッピー,ボースラ,ブラウザ,カップル,ゲームク,ゲームシ,パッチリ,バッチリ,ヨロシク,ブラコン,ヒーカッ,トースタ,チラコチ,カットコ,コンスタ,ワイトボ,ワイドシ,サンプル,スクラン,スーパー,サーチラ,クスジュー,バックス,ランクイ,パーカッ,グストー,メチャクチャ,ノタウロ,サッパリ,クスグリ,ブランドバ,クストッ,キューパー,コンパク,トップス,タッフル,トッパー,ノータッ,コンサー,ビシバシ,ポッカリ,クッキリ,ドタバタ,ブリザー,ポップス
1,1,37,1,2,50,1,1,19,2,3,3,17,1,6,4,1,90,2,3,1,1,10,1,1,7,1,1,1,1,4,1,2,6,2,11,4,10,1,1,9,1,1,1,1,72,12,4,1,2,1,1,3,5,1,1,2,1,1,1,1,1,1
