ワクワク,トットッ,ビリビリ,キラキラ,プルプル,ゴロゴロ,コツコツ,ギラギラ,ギリギリ,ウキウキ,ボロボロ
['\u3000カナ、ワクワクしてんぞ！\n'],['\u3000トットットッとウタが駆け出す音が聞こえた。\n'],['\u3000もうビリビリとした感覚すらない。\n'],['\u3000カナはそうキラキラした目で行ってきた。\n'],['\u3000そして全身をプルプル震わせている。\n'],['\u3000いつもならもう家に帰っていて、部屋でゴロゴロしている頃だ。\n'],['\u3000何よりまずわコツコツやっていこう。\n'],['\u3000そんな彼の眼は、鷹のようなギラギラしたものではなく紛れもないひとりのおじいちゃんの優しい目だった。\n'],['\u3000結構ギリギリに立っていたのも原因だろう、体勢を崩してそのまま下に落ちていってしまう。\n'],"['\u3000しかし、クレアはすでにインテリアをどうとかウキウキしながら話を進めてしまっていて、そんなこといえる空気ではなくなっている。\n', '\u3000カナは話を聞き終わるとなんだかウキウキし始めている。\n']",['\u3000ボロボロになった賀良組事務所の中。\n']
