ペットボ,メージャー,ハッキリ,ブラスタ,コントロ,カップラ,マジウザ,ツートッ,ワーアップ,キーボー,クスオー,ヒーカッ,ワイトボ,スーパー,バックス,コンカリ,グチャグチ,メチャクチャ,ブーメラ,サーウル,ガチャガチ,ズーカタ,サンキュー,ケットボ,ガクブル,ウルフク
24,1,5,4,1,6,1,1,1,2,1,1,1,13,1,1,9,1,1,1,1,1,3,2,1,1
