ハッキリ,バッサバッ,コントロ,トップク,スッゲー,ガシャガシ,ブラコン,サンプル,カツオド,スーパー,ギョロギョ,ブーメラ,ガッカリ,サッパリ,サンキュー
1,2,2,1,1,1,1,1,1,3,1,1,1,2,1
