サーカス,マジキチ,サバゲー,バタフラ,ジタバタ,プルンプル,グッヘッ,ダダダッ,キーカラ,カチャカチ,ゴキブリ,コンサー
1,1,1,1,5,1,1,1,1,1,2,1
