ペットボ,サーカス,ボードロ,スッポリ,ハッキリ,ザーサラ,プルコン,ジタバタ,ズタボロ,トップク,ブルゲー,スッキリ,ハッピー,ダダダッ,ツートッ,キーボー,パッチリ,ピードタ,クッキー,ノサウル,コンスタ,ベラシオ,サンプル,スーパー,ガラクタ,ワーゲー,ミリオタ,サーチラ,ランプリ,タックス,パーカッ,ランソワ,カラフル,シャッガシ,ガチムチ,グチャグチ,ブーメラ,パラベラ,ブルピー,キーラン,サンドバ,ランドキ,チョロイソ,トーチカ,メキシコ,ドサクサ,ポッカリ,コウズケ
1,2,1,2,3,1,1,2,1,2,1,2,10,7,3,2,7,2,3,1,1,1,2,2,2,1,1,1,3,5,1,11,1,1,1,1,3,1,1,1,1,3,4,8,3,1,2,41
