ペットボ,ホログラ,スッポリ,ジタバタ,コントロ,ズキンズキ,スラケッ,タカタッ,フルスイ,カップル,ワーアップ,バッチリ,キューコン,ムシャクシャ,スーパー,ガラクタ,ヒップラ,ジャーキー,バックス,グチャグチ,カチャカチ,ガッポリ,ピースタ,ガチャガチ,ブラジャー,プルタブ,ガクブル,ムズアップ
6,1,1,1,1,1,5,2,4,2,1,1,1,1,5,1,1,5,1,1,1,1,2,2,1,1,2,2
