クスパッ,サングラ,スカウト,ハッピー,ウロボロ,カップル,ワイトボ,スーパー,テクノロ,ヌルゲー,ランクイ,パーカッ,サンキュー,ケットボ,トッパー,コンプリ,ドタバタ
1,1,17,1,75,3,3,4,1,1,1,1,2,1,1,2,1
