ペットボ,カラコン,コンピュー,キログラ,ノービリ,トップク,スッキリ,ハッピー,カップル,ベリスク,シャッフル,プリンクラ,コウモリ,キロメー,サヤブルン,コンサー,バックド
13,1,2,1,1,3,2,3,4,3,2,1,1,8,2,2,1
