ペットボ,ハップス,キログラ,コツスー,カツサン,ランカラ,ガッチリ,スッキリ,ウロボロ,カップル,ピークタ,パッチリ,ヨロシク,ヒーカッ,ワーバラ,トースタ,キーボト,テクノロ,ジリスク,ジャーキー,ランクイ,ランソワ,クタワー,ガチムチ,ヘッドバ,ノーブル,サッパリ,クスカリ,ガチャガチ,サックサ,ハラワタ,チリバッ,ガラスー,サッポロ,チカツカ,フカツカ,ビシバシ,コンオロ
1,1,1,1,11,5,1,1,9,3,1,1,1,2,3,2,1,2,1,1,1,21,1,3,1,1,7,8,1,3,1,1,2,1,1,3,1,1
