ペットボ,スクワー,ヒーメー,ジタバタ,コントロ,カリグダ,トップク,ブルゲー,サングラ,ガッチリ,スッキリ,スカウト,ボクサー,カップル,スクドー,パッチリ,ヒーカッ,ワーバラ,サンドロ,サンプル,スーパー,パキスタ,ガラクタ,ギョロギョ,クスジュー,ザーラン,クスクラ,スクトッ,ムグラン,ブーメラ,カリグタ,クスカリ,ブルメー,ガラガッ,グーパー,キーヒッ,トッパー,メキシコ,ドタバタ
1,1,2,2,44,106,2,1,14,2,5,4,2,2,2,1,1,2,159,2,4,1,1,2,1,10,1,1,1,1,1,1,1,10,1,1,2,2,2
