カッピー,ペットボ,カタコト,マザコン,ガタタッ,ジタバタ,コントロ,ゲージリ,ズタボロ,サークラ,ノーブラ,サングラ,スッキリ,ザーコン,スカウト,カチンコチ,ハッピー,ボクサー,ブラウザ,カップル,ピークタ,ジーワー,キーボー,グチュグチ,バッチリ,ノーサン,コントー,ランクス,フルスク,ハッゴホ,サンプル,スクラン,スーパー,チリンチリ,オーパー,ガラクタ,テクノロ,パープル,コウモリ,バックス,ブラクラ,カラフル,グチャグチ,メチャクチャ,ブーメラ,カチャカチ,プリクラ,ブストー,ガチャガチ,ブラジャー,グーパー,ゴキブリ,サンドバ,ブラブツ,トップス,フルブー,ビシバシ,シナプス,ドタバタ,ポップス
1,2,2,1,1,1,4,1,1,2,8,1,6,3,6,1,1,2,1,6,1,1,3,1,1,1,1,2,1,1,2,1,4,1,1,1,4,1,2,1,1,2,1,1,1,1,2,1,5,26,1,3,1,1,1,1,1,1,2,1
