たじたじ,わくわく,そわそわ,まじまじ,ぱらぱら,ばきばき,かたかた,もやもや
['\u3000\u3000\u3000\u3000：それで、会食に来てた他国の王子はもう、たじたじって感じでさ……'],"['\u3000起動するまでの少しの間、遠足が待ちきれない子どものように、わくわくとしている自分がいた。', '\u3000今までの登場人物たちの再登場。その設定だけでもう既にわくわくしてくる。']","['\u3000そこに騎士さんがいるのを確認して、俺は少しそわそわしながら、「こんばんは」と打ち込み、何の話題なのか聞いてみる。', '\u3000俺は、そわそわとしながら盗賊さんの話を聞いていた。']","['\u3000まじまじと本を見ながら、考える。', '\u3000拾い上げ、まじまじと見る。']",['\u3000不思議に思いながら、ぱらぱらと中身を確認する。やはり、日焼けすることも色褪せることもなく、新品のような頁が並ぶ。'],['\u3000まるで、時間と飛ばされたような気分の中、しかし正しく時間過ぎたことを示すように凝り固まっていた身体を、ばきばきと伸ばす。\u3000'],"['\u3000かたかたときーぼーどを打ち鳴らす。', '\u3000俺はかたかたときーぼーどを打ち込む。']",['\u3000\u3000\u3000\u3000：それなのに祭り上げられるってのは、なんかこう、もやもやする']
