カタコト,コンテク,ジタバタ,ブルトッ,ガッチリ,ハッピー,ガシャガシ,パッチリ,カリザー,ミシザー,パーチク,ギョロギョ,スージー,メチャクチャ,サーヒー,サンキュー,ピーチク,ビシャビシ,ポッキリ,ポッカリ
1,1,1,2,1,1,3,1,1,1,1,1,23,3,1,1,1,1,1,1
