ハッキリ,ホッコリ,ジタバタ,カチンコチ,ハッピー,サックス,バッチリ,パーカス,カッチリ,ポッコリ,コンチク,フワフッ,コウモリ,ヌルゲー,ノーブル,ガサゴソ,サッパリ,ガチャガチ,バッサバ,サンキュー,ビシバシ
1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,2,1,1
