パックサ,キログラ,コントロ,サングラ,クスタプ,カップル,キーボー,サンプル,ノコギリ,ジャーキー,バックス,サーウル,ビカメラ,キリサク,コンパク,サンドバ
3,2,2,2,1,1,1,2,1,2,4,1,3,1,1,2
