ペットボ,マジキチ,スッポリ,グチャグッ,コンガリ,ジタバタ,コントロ,ズタボロ,スッカラ,グリムラ,トップク,ズキンズキ,ウジャウジ,サングラ,スカウト,バキボキ,キーパー,オズクラ,ウロボロ,カップル,ゲームシ,ツートッ,パッチリ,シャッフル,ワーバラ,トースタ,グラサン,スクラン,スーパー,キーズブ,オーパー,ドームカ,ガラクタ,ツーピー,ベロンベロ,オードブ,ムシケラ,バックス,マジムカ,キロメー,グチャグチ,カチャカチ,ガタブル,ブルンブル,サンキュー,ゴキブリ,ビクフッ,ピーチク,トップス,タッフル,トッパー,ポッキリ,トップラ,ノータッ,ラングラ
1,1,2,1,2,4,9,8,1,7,11,1,2,7,27,2,1,1,36,9,1,1,5,2,1,1,2,2,1,1,77,3,2,1,1,3,1,12,1,1,4,1,1,2,2,23,1,2,1,4,4,2,1,1,1
