スッパリ,ホッペタ,ベロチュー,バックラ,ハッキリ,サードキ,スクワー,ジタバタ,コントロ,ズタボロ,モジャモジ,サークラ,トップク,ランドバ,ビリジュー,ガッチリ,スッキリ,クスペリ,ハッピー,カップル,ガシャガシ,ワーアップ,シャッフル,バッチリ,ブラコン,ワーバラ,サンプル,フルオー,ガラクタ,スクリュー,ランゲー,ジャーキー,コウモリ,ウルフカ,コツポヨ,グチャグチ,ブーメラ,ガッカリ,ノタウロ,サッパリ,トロピカ,ガチャガチ,ブラジャー,ハラワタ,ゴキブリ,コンパク,コンプリ,クスプラ,ガクブル,ポッカリ,ドタバタ
1,3,2,3,117,1,1,3,6,1,1,93,1,37,1,1,13,12,7,1,1,1,13,2,2,1,2,19,4,2,2,2,5,1,1,3,2,13,12,3,1,1,1,1,2,2,3,1,1,1,1
