キラキラ,ドロドロ,ボコボコ,クスクス
"['カジノがあるなら、あんなキラキラしたイメージだよ。\n', 'キラキラ光っててきれいだったよ～☆\n']",['スライムってなんかドロドロで、汚いし…( ；∀；)\n'],"['だってさ…一度ボコボコにしてたじゃない…。\n', 'ボコボコって失礼な…(－－〆)\n']",['クラスメイト達はクスクス笑う。\n']
