なみにこ,ざわめき,ばっくす,ことがつ,とってく,おいたら,ぐちゃぐち,ふるこん,けたがち,するとこ,ぶつくさ,ばらくす,はっきり,こうこつ,するほか,ちらから,まじだっ,からどた,よろしく,しながら,きらいが,いらだっ,くにもこ,くにもそ,するから,ついにこ,ぶつこと,ごきぶり,にこちら,うようだ,だったら,くさがり,からこん,つらかっ,ことだっ,ぼこすか,まじかっ,めーじと,はらわた,わーくに,ぎらつか,まろうと,ことぐら,するぐら,とったら,こんちく,ころだっ,だったか,こんとろ,ぐらいが,ことかっ,たっぷり,がたくさ,すっかり,でぶつか,だったっ,うるさく,するなよ,ぞくする,ことげー,もそうだ,からぽっ,がってく,からぽつ,しばだっ,とくから,むずあっぷ,すること,くにどた,たらしく,ばっかり,らんくす,ことから,てくすく,さんもや,かすこと,もそもこ,しなかっ,とっくに,ついさっ,けたしば,なみすか,こうへと,だらしな,ちらへと,もりだっ,くっつけ,ぶりなよ,もわから,ことする,ぶらこん,ころのこ,ひたすら,めちゃくちゃ,かったっ,ころから,とこちら,がりつい,うとしば,すくめた,からこそ,かったら,はたくさ,さっぱり,ふさわし,かったか,のーたっ,うとしな,くらつけ,けっこう,みしたか,すかうと,ずっとこ,ことがた,しばにこ,ぶつかり,かってく,いそうだ,こしてく
2,3,4,1,1,2,1,1,1,3,1,1,5,1,1,1,1,1,5,9,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,4,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,8,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,3,3,1,1,1,2,1,1,1,1,1,1,2,5,1,1,1,1,1,2,1,1,1,1,2,1,1
