ブラブイ,ペットボ,ホログラ,パクモグ,コンピュー,ジタバタ,カツガツ,プルンプル,ザートコ,ノープス,キーボー,グースカ,パーチク,ヒーゼリ,クッキー,ワイトボ,キューコン,フカメラ,スーパー,オーパー,ハキトク,プリンクラ,ジャーキー,コウモリ,グストー,ガチムチ,カチコチ,メチャクチャ,ランサー,カチャカチ,ドクラン,ドシンドシ,ブルンブル,ノタウロ,ガチャガチ,ブラジャー,タッパー,コンドー,ケットボ,ゴキブリ,ピーチク,カサコソ,ジークー,ビシバシ,ドタバタ
1,6,1,1,2,1,1,1,2,10,4,2,2,2,177,1,1,2,28,1,1,20,1,1,1,1,2,1,1,1,2,1,1,46,2,4,1,5,8,6,3,1,1,1,1
