ピークイ,ペットボ,バックラ,スクワー,ヒーメー,フルコン,コンピュー,バタフラ,コントロ,ズタボロ,サブオー,パラグラ,トップク,ドーボク,キーワー,サングラ,ランペッ,スッキリ,フルスイ,ピーキー,スカウト,キーパー,ハッピー,ノーボー,ボクサー,カップル,トロブラ,ワーアップ,キーボー,バッチリ,ヒーカッ,ワーバラ,グラサン,クッキー,コンスタ,グスクー,タッキー,ワイトボ,サンプル,スクラン,スーパー,タラスゴ,ガラクタ,サーモグ,オートロ,バックス,ランクイ,スクトッ,ヘッドキ,コングラ,ノープラ,クスカリ,ブルメー,メタボリ,ピースタ,ブーグラ,ブラジャー,サンキュー,ゴキブリ,サンドバ,ブチケッ,ビシャビシ,ホッパー,トッパー,ノータッ,コンサー,ムズアップ,ドタバタ,スイメー,カツキチ
2,11,1,9,1,1,2,1,107,3,1,10,27,1,8,6,1,3,1,6,3,2,3,4,5,11,1,1,3,5,2,15,1,33,2,1,2,3,6,1,23,1,6,2,2,11,1,1,1,2,2,1,10,1,1,2,1,3,1,4,1,1,53,6,6,3,4,1,8,64
