ペットボ,カタコト,ハッキリ,コントロ,ガッチリ,スッキリ,スカウト,キーボー,バッチリ,ワーバラ,サンプル,シクヨロ,ジリスク,オートロ,バックス,ブーメラ,ブルピー,ブーザー,ノタウロ,ガサゴソ,ガチャガチ,ゴキブリ,ベロペロ,マジトー,ビシバシ,ムズアップ
1,1,4,1,1,1,2,1,3,1,2,1,3,1,2,11,2,17,25,2,2,1,1,1,1,5
