ズタズタ,ハラハラ,スースー,ボロボロ
['\u3000もしあのまま百合が攻撃を続行していたら、魔殻がズタズタになっていた。\n'],['\u3000たしかにハラハラはしたけれど。\n'],['「く、口の中がスースーしますっ」\n'],['「お陰で翼がボロボロだ」\n']
