ペットボ,ハッキリ,コンピュー,ズルフラ,コントロ,トップク,カツサン,メーワク,ランボー,ブラザー,ホットコ,サングラ,コウフク,カップル,ダダダッ,キーボー,バッチリ,ブルコシ,ヒーカッ,コンプラ,ワイドシ,サンプル,スーパー,サーチラ,メラワー,ドロボー,オートロ,クイズバ,ブーメラ,コンバッ,サッパリ,ガチャガチ,ブラタッ,ビカメラ,バッドタ,サンキュー,サンドバ,パースイ,グスポッ,ボーカリ,ビシャビシ,タッフル,コンサー,ポテサラ,ムライソ,クッキリ,ムズアップ
12,1,1,1,3,5,1,1,1,1,1,2,2,8,1,1,1,1,2,1,4,2,14,6,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,25,1,4,1,1
